﻿investor,investee,mount,sentence
0,0,0,例如，亚马逊正致力于通过全食生鲜连锁店向美国各地运送食品，这是一项雄心勃勃的尝试，旨在让杂货业步入在线零售时代
0,0,0,亚马逊针对夏季购物淡季而推出的七月购物节PrimeDay已足以与黑色星期五相抗衡
0,0,0,热门品牌乐于把自家的商品放在亚马逊网站上供Prime会员购买
0,0,0,亚马逊表示，今年7月的PrimeDay期间，Prime会员购买的商品超过了1亿件
0,0,0,亚马逊预计下个季度的销售额将在540亿美元至575亿美元之间，高于去年同期的437亿美元
0,0,0,更重要的是，7月16日参加PrimeDay购物狂欢的人数创下了有史以来的最高记录
0,0,0,美国用户每年需支付119美元的Prime会费，可享受的服务有快速发货和视频内容
0,0,0,Prime服务是亚马逊的战略基石
0,0,0,全球超过1亿会员在亚马逊上的花费高于平均水平
0,0,0,第二季度，美国用户需缴纳的Prime年费涨了20%，但几乎未出现影响订阅的迹象
0,0,0,亚马逊该季度的订阅营收增长57%至34亿美元
0,0,0,惜辰EditorAI
,,,;;;;;;;;;;
0,0,0,腾讯科技讯据外媒报道，AMD周三发布了2018财年第二季度财报
0,0,0,报告显示，AMD第二季度营收为17.6亿美元，高于上年同期的11.5亿美元
0,0,0,净利润为1.16亿美元，好于上年同期的净亏损4200万美元
0,0,0,AMD第二季度营收超出华尔街分析师平均预期，调整后每股收益也超出预期，推动公司股价在盘后交易中大涨
0,0,0,在截至6月30日的这一财季，AMD的营收为17.6亿美元，高于上年同期的11.5亿美元，这一业绩超出分析师此前预期
0,0,0,汤森路透的调查显示，分析师平均预期AMD第二季度营收为17.2亿美元
0,0,0,按业务部门划分，AMD第二季度来自于计算和图形部门的营收为10.86亿美元，高于上年同期的6.61亿美元
0,0,0,运营利润为1.17亿美元，相比之下上年同期的运营利润为700万美元
0,0,0,企业、嵌入和半定制业务的营收为6.70亿美元，高于上年同期的4.90亿美元
0,0,0,运营利润为6900万美元，高于上年同期的1600万美元
0,0,0,其他所有业务的营收在第二季度和上年同期均为零
0,0,0,第二季度其他业务的运营亏损为3300万美元，相比之下上年同期的运营亏损为2400万美元
0,0,0,AMD第二季度研发支出为3.57亿美元，高于上年同期的2.85亿美元
0,0,0,营销、总务和行政支出为1.42亿美元，高于上年同期的1.27亿美元
0,0,0,AMD第二季度净利润为1.16亿美元，每股摊薄收益为11美分，这一业绩好于上年同期
0,0,0,2017财年第二季度，AMD的净亏损为4200万美元，每股亏损为4美分
0,0,0,不计入某些一次性项目不按照美国通用会计准则，AMD第二季度调整后净利润为1.56亿美元，调整后每股收益为14美分，这一业绩好于分析师此前预期
0,0,0,汤森路透调查显示，分析师平均预期AMD第二季度每股摊薄收益为13美分
0,0,0,AMD第二季度运营利润为1.53亿美元，相比之下上年同期的运营亏损为100万美元
0,0,0,AMD第二季度毛利润率为37%，高于上一季度的36%，比上年同期的34%高出3个百分点
0,0,0,截至第二季度末为止，AMD所持现金、现金等价物和有价证券的总额为9.883亿美元
0,0,0,AMD预计，2018财年第三季度公司营收约为17亿美元，加减5000万美元，较去年同期增长7%
0,0,0,毛利率为38%
0,0,0,汤森路透的调查显示，分析师平均预期AMD第一季度营收为17.6亿美元，不按照美国通用会计准则计算的每股收益为0.13美元
0,0,0,AMD股价周三在纳斯达克证券市场常规交易中下跌0.14美元，跌幅为0.86%，报收于16.05美元
0,0,0,在随后的盘后交易中，至发稿时，AMD股价上涨0.99美元，涨幅为6.17%，股价为17.04美元
0,0,0,过去52周，AMD最低股价为9.04美元，最高股价为17.34美元
0,0,0,按照周三的收盘价计算，AMD市值约为156亿美元
0,0,0,编译/明轩
,,,;;;;;;;;;;
0,0,0,网易科技讯7月27日消息，据MarketWatch报道，高通Qualcomm公司周三发布了最新季度财报，同时宣布放弃与恩智浦NXPSemiconductorsNV的交易，公司股价周四上涨了7%，同时至少有10位分析师上调了该股的目标股价
0,0,0,美国知名投资管理公司伯恩斯坦SanfordCBernstein的分析师斯塔西·拉斯贡StacyRasgon指出
0,0,0,虽然放弃与恩智浦的交易令人感到失望，但未达成交易的结果也可能会受到投资者的欢迎，同样300亿美元的股票回购计划也让投资者感到唤醒鼓舞
0,0,0,此外，我们希望尽快解决与华为的分歧，这可能会带来10多亿美元的授权收入
0,0,0,话虽如此，拉斯贡还写道，高通的核心业务仍比预期有所恶化
0,0,0,此外，该公司股票回购计划的时机也不明确，这让拉斯贡和其他许多分析师感到震惊
0,0,0,拉斯贡给高通股票设定的目标股价为65美元
0,0,0,CanaccordGenuity分析师迈克尔·沃克利T.MichaelWalkley将其目标股价从75美元上调至81美元，并写道，该公司在许多方面都处于有利地位
0,0,0,他写道
0,0,0,由于骁龙700和800系列在中国原始设备制造商中销售强劲，高通的销售额和利润率都高于我们的预期
0,0,0,此外，沃克利对高通在5G领域占据的地位持乐观态度，他写道，在5G技术开发方面，高通似乎领先同行一两年
0,0,0,然而，并非所有人都持乐观态度
0,0,0,摩根士丹利MorganStanley的詹姆斯·福塞特JamesFaucette重申了他的减重评级，并写道，放弃收购恩智浦的消息实际上可能造成负面影响
0,0,0,他写道
0,0,0,我们认为恩智浦是一种独特的战略资产，我们看到的是有限的替代方案，同样会加速高通向邻近市场扩张，并提供递增的运营杠杆
0,0,0,福塞特说，从新款iPhone关于基带的公告来看，高通与苹果的关系定位也在恶化
0,0,0,他写道
0,0,0,高通始终在为iPhoneSKU提供基于CDMA技术的运营商服务，但随着苹果现在打算完全取代高通，高通作为重要芯片组供应商，却没有谈判筹码
0,0,0,这意味着，苹果将完全依赖英特尔公司Intel推出新款手机
0,0,0,福塞特坚持他对高通股票设定的55美元目标价格
0,0,0,过去12个月，该公司股价上涨了17%，而标准普尔500指数上涨15%
0,0,0,小小
,,,;;;;;;;;;;
0,0,0,网易科技讯7月27日消息，据路透社报道，英特尔发布截至6月30日的2018财年第二季度财报，财报显示，营收从去年同期的148亿美元增长14.9%至169.6亿美元，高于预期的167.7亿美元
0,0,0,净利润从去年同期的28.1亿美元增长78%至50.1亿美元
0,0,0,摊薄后每股收益从去年同期的58美分增至1.05美元，增幅为82%
0,0,0,扣除特殊项目，摊薄后每股收益为1.04美元，超过分析师预期的96美分
0,0,0,盘后交易中，英特尔股价跌幅一度超过6%
0,0,0,今年迄今其股价已上涨13%
0,0,0,英特尔快速增长的数据中心业务未能达到分析师的预期
0,0,0,该业务的销售额增长26.9%至55.5亿美元，低于分析师预期的56.3亿美元
0,0,0,面向支持移动和网络应用的数据中心出售芯片，能够带来高于PC芯片的利润
0,0,0,英特尔将焦点越来越多地放在数据中心业务上
0,0,0,自2011年PC出货量达到峰值以来，来自PC的营收已趋于平缓
0,0,0,作为全球第二大芯片制造商，英特尔正面临AMD的激烈竞争
0,0,0,AMD昨日发布的财报显示，受到EPYC服务器处理器的推动，AMD的季度利润和营收均超过预期
0,0,0,英特尔女发言人卡拉·沃克CaraWalker通过电子邮件表示，英特尔预计，将面向2019年假日季推出下一代10纳米芯片
0,0,0,在投资者电话会议上，英特尔芯片架构主管墨菲·雷杜奇塔拉MurthyRenduchintala表示，10纳米数据中心芯片将在消费者PC芯片推出后不久发布
0,0,0,上个季度，英特尔表示，10纳米芯片的发布时间将从2018年延迟到2019年，但没有说明具体时间
0,0,0,英特尔最初预计这些芯片可能在2015年前推出，没想到却一推再推
0,0,0,英特尔预计，明年，7纳米芯片将占据营收的20%以上
0,0,0,但公司高管表示，10纳米芯片的成本预计也将对利润率构成压力
0,0,0,利润率增长面临的另一个挑战是利润较低的调制解调器业务的预期销量增长
0,0,0,这些调制解调器的功能是把手机连接到无线数据网络
0,0,0,本周早些时候，高通高管表示，苹果已选择英特尔成为下一代iPhone的唯一调制解调器芯片供应商
0,0,0,苹果和英特尔并未对高通的言论置评
0,0,0,研究公司Gartner表示，受益于稳定的PC市场，英特尔的全球出货量六年来首次增长
0,0,0,英特尔客户端计算业务的营收增长6.3%至87.3亿美元，超过FactSet公司估计的84.8亿美元
0,0,0,这块业务面向PC制造商，在英特尔营收中仍占最大比例
0,0,0,英特尔预计，第三季度的营收为181亿美元，上下浮动5亿美元，调整后每股收益为1.15美元，上下浮动5美分
0,0,0,根据汤森路透I/B/E/S的数据，分析师对该季度营收的平均预期为176亿美元，或每股收益1.08美元
0,0,0,上个月经调查发现，CEO布莱恩·克扎尼奇BrianKrzanich违反公司政策与一名员工发生情人关系，他已因此离任
0,0,0,英特尔正在物色新CEO
0,0,0,CFO罗伯特·斯旺RobertSwan正担任临时CEO
0,0,0,惜辰
0,0,0,以下是英特尔财务数据
0,0,0,第二财季主要财务数据GAAP
0,0,0,·营收为170亿美元，去年同期为148亿美元，同比增长15%
0,0,0,·毛利率为61.4%，去年同期为61.6%
0,0,0,·研发和管理费用为51亿美元，去年同期为51亿美元，同比基本持平
0,0,0,·运营利润为53亿美元，去年同期为利润38亿美元，同比增长40%
0,0,0,·有效税率为9.5%，去年同期为38.6%
0,0,0,·净利润为50亿美元，去年同期为利润28亿美元，同比增长79%
0,0,0,·每股利润为1.05美元，去年同期为利润0.58美元，同比增长81%
0,0,0,第二财季主要财务数据Non-GAAP
0,0,0,·营收为170亿美元，去年同期为148亿美元，同比增长15%
0,0,0,·毛利率为63.0%，去年同期为63.0%
0,0,0,·研发和管理费用为51亿美元，去年同期为51亿美元，同比基本持平
0,0,0,·运营利润为56亿美元，去年同期为利润42亿美元，同比增长33%
0,0,0,·有效税率为11.7%，去年同期为22.5%
0,0,0,·净利润为49亿美元，去年同期为利润35亿美元，同比增长40%
0,0,0,·每股利润为1.04美元，去年同期为利润0.72美元，同比增长44%
0,0,0,第二财季各部门表现
0,0,0,·客户端计算部门营收为87.28亿美元，同比增长6%
0,0,0,·数据中心部门营收为55.49亿美元，同比增长27%
0,0,0,·物联网部门营收为8.80亿美元，同比增长22%
0,0,0,·非易失性Non-Volatile存储解决方案部门营收为10.79亿美元，同比增长24%
0,0,0,·编程解决方案部门营收为5.17亿美元，同比增长18%
0,0,0,·其他部门营收为2.09亿美元，同比增长45%
0,0,0,业绩展望
0,0,0,2018财年第三财季预期
0,0,0,·GAAP营收为181亿美元，Non-GAAP营收为181亿美元，上下浮差5.00亿美元
0,0,0,·GAAP运营利率为5%，Non-GAAP运营利率为34%，上下浮差若干个百分点
0,0,0,·GAAP和Non-GAAP有效税率分别为13%和13%
0,0,0,·GAAP每股利润为1.09美元，Non-GAAP每股利润为1.15美元，上下浮差0.05美元
0,0,0,作者
0,0,0,EditorAI
,,,;;;;;;;;;;
0,0,0,网易科技讯7月27日消息，AMD第二季度财报的销售和盈利好于预期，由此凸显出科技行业支出的广泛强劲趋势
0,0,0,AMD向数据中心和云计算提供商出售高利润率的服务器芯片，这些公司利用这些芯片来增强为客户服务的能力
0,0,0,这家芯片制造商第二季度营收同比增长了53%
0,0,0,AMD首席执行官苏姿丰LisaSu周三在财报电话会议上表示，公司面向数据中心的芯片销售大幅增长，并出现了不错的加速趋势
0,0,0,她还补充说，个人电脑市场比大多数人预期的要好一点儿
0,0,0,我们在第二季表现出色，营收增长强劲，利润率扩张，并获得7年来最高的季度净收入
0,0,0,AMD股价周四收涨14.33%，报收于18.35美元，总市值178亿美元
0,0,0,小小
,,,;;;;;;;;;;
0,0,0,新浪科技讯北京时间7月24日下午消息，据彭博社报道，全球最大加密货币比特币周二继续反弹，在两个月内首次突破8000美元
0,0,0,根据彭博的综合报价，香港交易时段，比特币一度涨4.1%至8,016.62美元，为5月份以来的最高水平,,,,,
0,0,0,根据彭博汇编的数据，其数字货币圈的竞争对手以太币、莱特币和Ripple也都走高
0,0,0,Coinmarketcap.com的数据显示，全球加密货币的总价值再次逼近3,000亿美元,,,,,
0,0,0,比特币价格仍比去年12月的峰值近20,000美元低了将近60%,,,,,
,,,;;;;;;;;;;
0,0,0,TechWeb7月25日消息，据银保监会官网消息，经审核，批准安联财产保险中国有限公司以下简称安联财产保险注册资本从8.05亿元人民币增至16.1亿元人民币
0,0,0,批复内容显示，由北京京东叁佰陆拾度电子商务有限公司认购新增注册资本中的4.83亿元，由中原信达知识产权代理有限责任公司认购新增注册资本中的1.9964亿元，由深圳汇京通达商务咨询有限责任公司认购新增注册资本中的6874.7万元，由上海映雪投资管理中心有限合伙认购新增注册资本中的5361.3万元
0,0,0,增资后，安联财产保险股权结构变更如下
0,0,0,安联保险集团Allianz?SE持股50%，北京京东叁佰陆拾度电子商务有限公司持股30%，中原信达知识产权代理有限责任公司持股12.4%，深圳汇京通达商务咨询有限责任公司持股4.27%，上海映雪投资管理中心有限合伙持股3.33%
0,0,0,至此，京东通过投资入股的方式拿下了保险牌照，并成为安联财产保险的第二大股东
0,0,0,在此之前，刘强东还曾在2017年开年大会上表示，京东正在申请保险牌照，也可能会以投资购买的方式进入保险行业
,,,;;;;;;;;;;
1,1,1,新浪科技讯7月27日上午消息，WeWork近日宣布，中国WeWork获得由挚信资本、淡马锡控股、软银集团、软银愿景基金及弘毅投资领投的共计5亿美元B轮融资
0,1,0,公告称，此次融资将进一步加速WeWork在华业务增长，为更多中国会员及创造者提供设计、科技、体验及本土社区
0,1,0,两年前，WeWork在中国开设第一家办公地点
0,1,0,2017年7月，WeWork宣布成立中国WeWork，A轮融资由弘毅投资和软银集团投资5亿美元，专门用于加速WeWork在中国的业务扩张步伐
0,1,0,WeWork联合创始人兼首席执行官亚当·纽曼AdamNeumann表示，此次投资将帮助其继续深耕中国市场，为中国的创造者、中小型企业及大企业提供支持
0,0,0,李楠
,,,;;;;;;;;;;
1,1,1,新浪科技讯北京时间7月27日上午消息，英国游戏架构公司Improbable今天宣布消息，再次融资5000万美元，资金来自网易，投资是两家公司战略合作的一部分
0,1,0,2017年5月，Improbable融资5.02亿美元，当时引起媒体的高度关注
1,1,0,投资之后，网易只在Improbable公司占有少量股份，双方会用SpatialOS开发并发布游戏
0,1,0,SpatialOS是Improbable搭建的云计算开发技术
0,0,0,SpatialOS能够对云计算、分散平台的资源进行调配，帮助小型工作室开发游戏
0,1,0,今年晚些时候，网易将会公布第一款用SpatialOS技术制作的游戏，Improbable也想与中国、亚太区的游戏开发商、出版商合作，寻找新业务机会
0,1,0,2018年2月时，Improbable宣布与网易缔结战略合作关系
0,1,0,当时ImprobableCEO曾说公司并不需要更多钱，不过如果能获得更多投资，公司可以向亚洲进一步扩张
0,1,0,目前Improbable约有员工300人，大部分人在伦敦工作
0,1,0,2012年，Improbable正式成立，2015年3月从AndreessenHorowitz手中获得第一笔资金，约为2000万美元
0,1,0,2015年7月，在AndreessenHorowitz的领导下，Improbable完成第二笔融资交易，金额3000万美元，当时淡马锡也是投资者
0,0,1,2017年5月，它再次融资5.02亿美元，软银是领投者
0,0,0,德克
,,,;;;;;;;;;;
0,0,0,腾讯科技讯7月26日据国外媒体报道，Facebook由于每日活跃用户数未能达到预期，同时警告称今年下半年营收增速会有所放缓，该公司股价立刻以暴跌的方式做出了回应
0,0,0,截至美股周四的盘前交易，Facebook的股价经历了历史上最糟糕的一天，盘前交易价格跌幅近20%
0,0,0,下面是华尔街主要投资银行和金融机构对Facebook股价暴跌的意见总结
0,0,0,摩根大通
0,0,0,Facebook二季度的业绩表现和前景令人失望，或者用让人吃惊来形容更贴切一些，几乎没有人会预料到会有这样的情况发生
0,0,0,Facebook正在对抗自己以及整个行业的发展规律
0,0,0,在过去的两年中，w/FXN的营收普遍下降，还有一些关于用户行为和策略相关的挑战
0,0,0,我们认为Facebook正利用这个机会将公司发展预期转变为更容易实现的目标
0,0,0,在昨天之前，Facebook的股价已经在2018年上涨了43%，这还是在3月底曝光剑桥分析数据泄漏丑闻的情况下，显然外界低估了它的影响
0,0,0,相比之下，标准普尔500指数涨幅只有9%
0,0,0,显然Facebook仍然是监管机构和政客们关注的目标，新的数据隐私政策和产品也在发挥作用
0,0,0,巴克莱银行
0,0,0,自从2016年领英惨跌导致整个纳斯达克指数下跌以来，我们还从来没有看到过这种灾难性的影响
0,0,0,有两个理由可以让我们理解为什么Facebook指导收入严重下降，以及第三、第四季度收入增速明显放缓的原因
0,0,0,首先，Facebook最近关注的重点不是创造财富，而是自己的产品给整个社会带来的问题
0,0,0,其次还有更严重的核心问题是Facebook正试图修复之前积累已久的问题
0,0,0,而真相更有可能介于二者之间
0,0,0,退一步说，Facebook已经从原来的顶端转向了比较不稳定的领域
0,0,0,瑞银
0,0,0,在管理层回应未来增长和利润率发展轨迹之后，我们看到Facebook未来发展的风险和回报，Instagram发展势头强劲、监管部门的关注、生态系统的转换、投资保护以及Facebook核心业务参与度放缓以及更成熟的广告趋势
0,0,0,在我们看来，那些新的增长驱动因素Instagram、Messenger、WhatsApp和虚拟现实在中短期内不会带来积极的影响，并不足以改变损益表的增速和利润率的压力
0,0,0,美国银行
0,0,0,业绩表现令人失望，让Facebook在财报电话会议结束后股价下跌近20%
0,0,0,虽然消极的前景和核心业务谨慎的增长目标，让Facebook的长期基础设施成本持续升高，但我们希望Facebook还是会获得一些积极因素的支持
0,0,0,目前来看该公司还是有上行潜力，通过对其它功能的调整，收入增速可能会重新恢复
0,0,0,摩根士丹利
0,0,0,一切最引人关注的变化，就是Facebook决定强调增加并推动核心功能的速度，目前只有1.5亿，或大约10%的Instagram和Facebook核心业务货币化趋势明显低于新闻推送服务
0,0,0,事实上，通过我们与行业人士接触后发现，赞助故事板块广告单元的完成率只有1%低于新闻服务，部分原因是用户忽略了故事模式广告消费驱动力
0,0,0,Facebook的指导方针说明推动该模式参与度和商业化的重要性
0,0,0,高盛
0,0,0,在过去两个季度中，Facebook的营收增速都出现了高个位数的增长，主要原因是外汇市场逆转、故事模式低盈利体验的推广以及数据隐私控制对货币化的影响
0,0,0,在2018年上半年，货币汇率变化带来了大约5%的积极影响，我们预计下半年会有大约60%的逆向改变
0,0,0,Facebook的故事模式有助于以较低的价格作为广告盈利的新手段，但并不适合用户付费广告领域，因为会增加负面印象的影响
0,0,0,德意志银行
0,0,0,我们理解Facebook下调其增长前景预期以及因此出现相当大的不确定性，但我们认为这很大程度上是推动故事模式的必要措施，这也是一种长期积极的手段
0,0,0,此外，Facebook在处理货币化转型方面一直有着良好的记录，因此在此方面的表现更为强劲
0,0,0,影响广告收入增速的原因主要有以下几点
0,0,0,外汇汇率变化、推广故事模式、GDRP通用数据保护条例
0,0,0,Facebook股价可能在短期内下探，但通过中期的过渡后，长期前景比较乐观
0,0,0,杰富瑞
0,0,0,业绩预期导致股价大跌，对所有人来说都是意外，但考虑到Facebook在2018年上半年的增长速度，该份指南似乎显得非常谨慎
0,0,0,Facebook的主要负面影响是社交疲劳，而Instagram的增长并没有弥补整体的负面影响
0,0,0,尽管下半年增速放缓，但我们认为，通过规模化的质量和最好的工具建立的基础，能进一步推动广告客户持续投资，提高投资回报率
0,0,0,这也是买入的最佳机会
0,0,0,NomuraInstinet
0,0,0,Facebook业绩表现平平，但在衡量标准和地理位置上的差异并不大，而这不仅仅是GDPR带来的副作用
0,0,0,自从2014年第三季度以来，合并后的净增长并未出现过这种情况，而最大的业绩负面影响来自于亚太地区，美国和加拿大地区业绩表现持平
0,0,0,到今年年底，Facebook营收增长的前景放缓外汇汇率变化、故事模式推广等因素，再加上中期内30%的营业利润率预期，意味着包括我们在内对Facebook的预期目标大幅削减
0,0,0,EvercoreISI
0,0,0,Facebook公布二季度业绩表现仅略低于预期，同时警告了下半年和长期的业绩指引
0,0,0,这表明Facebook业务营收增长持续放缓，利润率明显低于投资者此前预期
0,0,0,虽然从计算模型上我们降低了Facebook权重，但依然认为它的表现会跑赢大盘，因此我们将Facebook的目标价格从235美元降至200美元
0,0,0,尽管有了预期，但我们仍然认为Facebook平台是具有独特价值的投资目标，并且具有市场主导地位，其股价在2019年每股收益预期中达到比较合理的20倍
0,0,0,瑞杰
0,0,0,Facebook公布的第二季度业绩略有下降，并且公布了较弱的下半年营收预期
0,0,0,主要原因是外汇汇率、推广故事模式、GDPR和隐私政策等
0,0,0,此外，Facebook指引的中期/长期运营利润率在35%左右，2018年这一比例为45%
0,0,0,鉴于近期Facebook营收增长趋势的不确定性增加，用户增长放缓以及利润率预期下降，我们将Facebook的股票评级从买入下调到强于大盘，并且将目标股价下调到210美元
0,0,0,编译/音希
,,,;;;;;;;;;;
0,0,0,网易科技讯7月27日消息，据CNBC报道，世界最大社交网络Facebook刚刚经历了上市以来最糟糕的一天，由于第二季度营收和日活跃用户增长数据未及预期，导致其股价暴跌18.96%
0,0,0,该股周四一度跌至173.75美元，尾盘报收于176.26美元
0,0,0,周四的暴跌令Facebook市值缩水约1200亿美元，并拖累科技股其他板块走低
0,0,0,在周四之前，Facebook最大的单日跌幅出现在2012年7月份，当时该股下跌了11%
0,0,0,在与数据泄露和虚假新闻丑闻曝光后，该公司未能在关键指标方面满足分析师预期
0,0,0,欧洲的日活跃用户数量从上一季度的2.82亿降至2.79亿人，这可能与欧盟颁布通用数据保护条例GDPR生效有关
0,0,0,这套规则赋予用户更多对在线数据的控制权
0,0,0,受到剑桥分析公司数据泄露丑闻和虚假新闻事件的影响，北美的日活跃用户增长也陷入停滞
0,0,0,然而，尽管用户人数缺乏增长，但该地区每个用户的平均收入却有所增加
0,0,0,从第一季度的23.59美元上涨到25.91美元
0,0,0,Facebook也未能实现广告收入预期，与StreetAccount和FactSet估计的131.6亿美元相比，其第二季度广告收入为130.4亿美元
0,0,0,在与分析师举行的电话会议上，Facebook向投资者发出了更刺耳的警告，预计其营收增长率将低于去年，尤其是今年下半年
0,0,0,财报公布后，至少有三位分析师下调了对Facebook股票的评级，许多华尔街人士对该公司的政策和预测表示担忧
0,0,0,截至周四收盘，Facebook的股价表现平平，过去12个月仅增长6%
0,0,0,继今年早些时候剑桥分析公司滥用数据丑闻爆发后，Facebook股价从52周高点回落了近20%
0,0,0,华尔街对Facebook较低的利润率预期颇有微词，导致该公司股价周四大幅下挫
0,0,0,但投资者不应太在意这家社交媒体巨头的失望情绪是否会推动科技股其他板块走低，AMD强劲的销售业绩才是行业健康状况的晴雨表
0,0,0,周三，Facebook公布第二季度营显示收和日活跃用户数量略低于预期
0,0,0,但更大的问题是，该公司对第三和第四季度营收增长放缓以及大幅下调长期利润率的预期
0,0,0,Facebook首席财务官大卫·韦纳DavidWehner称，在两年多的时间里，公司的营运利润率将降至30%左右，而第二季营运利润率为44%
0,0,0,Facebook还在安全方面进行了重大的长期投资，这些投资每年需支出数十亿美元，这将对利润率产生负面影响
0,0,0,一位华尔街分析师认为，Facebook正在做正确的事情，通过投资清理和恢复人们对其平台的信任
0,0,0,CitiResearch分析师马克·梅MarkMay表示
0,0,0,对于Facebook来说，当前是面临艰巨挑战的时期，但是你必须改变看待问题的方式
0,0,0,该公司正像亚马逊那样进行长期投资，这往往比没有大量投资的公司做得更好
0,0,0,小小
,,,;;;;;;;;;;
0,0,0,凤凰网科技讯据财富杂志北京时间7月24日报道，在谷歌广告和云业务的推动下，谷歌母公司Alphabet股价在周一盘后交易中最高大涨5%，市值增至8750亿美元，加入了苹果公司、亚马逊公司对于谁先成为1万亿美元公司的争夺战
0,0,0,谷歌公司
0,0,0,Alphabet第二季度财报受到投资者欢迎，推动该公司股价在周一晚些时候上涨至1265美元的历史新高，对应市值约为8750亿美元
0,0,0,Alphabet是三家有望成为第一个市值达到1万亿美元的公司之一
0,0,0,另外两家公司是苹果市值9400亿美元、亚马逊市值8800亿美元
0,0,0,Alphabet第二季度总营收同比增长26%至327亿美元
0,0,0,剔除流量获取成本，营收为262亿美元，超出分析师预计的256亿美元
0,0,0,受到欧盟创纪录50亿美元罚款的影响，Alphabet每股收益为4.54美元
0,0,0,剔除罚款，每股收益为11.75美元
0,0,0,Alphabet股价整体呈现上涨态势
0,0,0,第二季度，Alphabet营收增速快于上年同期的21%，这在一定程度上得益于付费广告点击量的增长
0,0,0,谷歌该季度付费点击量同比增长58%，但每次点击成本同比下降22%
0,0,0,除了核心广告业务，谷歌其他业务也实现了强劲增长
0,0,0,谷歌其他营收包括了云业务、Pixel手机以及Home智能音箱营收，这部分业务营收同比增长37%至44亿美元，在总营收的占比约为14%
0,0,0,Alphabet其他部门包括自动驾驶汽车业务Waymo、谷歌光纤，这部分业务营收同比增长49%，但营收只有1.45亿美元
0,0,0,编译/箫雨
,,,;;;;;;;;;;
0,0,0,腾讯科技讯7月25日，中国移动社交网络平台公司陌陌NASDAQ MOMO股价在美股市场周二的交易中大幅收跌8%以上
0,0,0,做空机构SprucePoint资本管理公司以下简称Spruce日前表示，该公司有众多未被披露的财务状况，运作上存在问题，应当引起投资者和监管机构的重视
0,0,0,当日，陌陌股价在纳斯达克市场的常规交易中大幅下跌3.69美元，报收于42.30美元，跌幅为8.02%，盘中一度触及41.06美元的低点
0,0,0,Spruce对陌陌进行了历经数月的深度取证分析，并围绕陌陌的生态系统进行了50次详细的中文调查访问，据此在6月27日发布了一份题为MomoMoneyMomoProblems的报告，指出因中国直播行业的日渐成熟，该机构对陌陌持强烈做空的立场，预计其股价将面临至少缩水30%-50%的风险，投资者和监管部门应加以高度重视
0,0,0,Spruce在报告中称
0,0,0,陌陌的投资者群体由两个截然不同的群体组成，而这两个群体又不足以支撑陌陌的投资
0,0,0,该机构认为，中国直播行业竞争激烈程度正在大幅提升，这将导致陌陌的实时流媒体市场份额随着时间的推移而下降，并且与代理商的收益分享实质上与竞争对手一致
0,0,0,鉴于视频直播业务目前占陌陌营收的85%，Spruce预计未来几年陌陌的营收和收益将远低于尔街的预期
0,0,0,此外，Spruce还认为陌陌选择性地或隐瞒对投资者披露公司相关状况
0,0,0,Spruce在报告中指出，2017年11月2日，北京市工商行政管理局朝阳分局发布将陌陌列入经营异常名录的决定书，主要原因是公示信息隐瞒真实情况，弄虚作假，陌陌并未将此决定书进行披露
0,0,0,然而于同月27日，SAIC发布移除决定书，陌陌因更正了公示信息，随即被移出经营异常名录
0,0,0,通过调查研究和对陌陌VIEs可变利益实体的详细取证分析，机构指出陌陌面临以下潜在风险
0,0,0,销售目标上行有限，并存在重大内部抛股
0,0,0,陌陌于6月28日发表声明称，该公司已经知晓这份报告，并已进行了认真评估
0,0,0,评估结果显示，报告中存在大量的错误，未经证实的陈述，以及具有误导性的结论和解释
0,0,0,陌陌表示，公司将继续承诺维持较高标准的企业监管和透明度，并依据相关法规及时向外界公开信息
0,0,0,编译/瑞雪
,,,;;;;;;;;;;
0,0,0,网易科技讯7月24日消息，Alphabet发布了截至6月30日的2018财年第二季度财报
0,0,0,报告显示，该季度营收为326.6亿美元，同比增长26%，去年同期为260.1亿美元
0,0,0,营业利润为78.78亿美元，同比增长15%，去年同期为68.68亿美元
0,0,0,净利润为82.66亿美元，同比增长32%，去年同期为62.6亿美元
0,0,0,摊薄后每股收益为11.75美元，去年同期为8.9美元
0,0,0,若计入欧盟的50.7亿美元罚款，净利润为31.95亿美元，同比下滑9%，去年同期为35.24亿美元
0,0,0,摊薄后每股收益为4.54美元，去年同期为5.01美元
0,0,0,盘后交易中，Alphabet股价一度上涨超5%，创历史新高
0,0,0,Alphabet的流量获取成本其主要支出增长率同比下滑，这是三年来的首次下降
0,0,0,不把50亿美元罚款计算在内的话，其营业利润率上升至24%，高于上一季度的22.5%
0,0,0,Alphabet财报指出，调整前每股收益为11.75美元，这一收益的计算参照了新会计准则，扣除了未实现收益的11亿美元投资收入，也未计算上周欧盟委员会宣布的巨额罚款
0,0,0,谷歌正对这项裁决提出上诉
0,0,0,Alphabet的第二季度营收为326.6亿美元，其中谷歌的广告业务占据86%，高于平均预期的321.7亿美元
0,0,0,今年，谷歌在网络领域的主导地位受到了一些监管机构的挑战，如欧盟针对其Android手机软件的反垄断行动
0,0,0,但目前欧盟的裁决还未对谷歌造成影响
0,0,0,谷歌的季度营收已连续两年同比增长至少20%
0,0,0,欧盟于5月制定了新隐私法，对此谷歌修改了用户隐私条款，并限制了公司与广告客户分享数据的方式
